serial number,game,link,release,peak_players,positive_reviews,negative_reviews,total_reviews,rating,primary_genre,store_genres,publisher,developer,detected_technologies,store_asset_mod_time,review_percentage,players_right_now,24_hour_peak,all_time_peak,all_time_peak_date
55646,The Culling,/app/437220/,10/5/17,12995,10177,7611,17788,56.83,Action (1),"Action (1), Free to Play (37), Indie (23)",Xaviant Games,Xaviant,AntiCheat.EasyAntiCheat; Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis,9/13/18,57,0,2,12995,3/6/16
55647,The Journey: Bob's Story.,/app/385410/,9/8/17,980,17,11,28,56.83,Indie (23),"Adventure (25), Casual (4), Indie (23)",Tomas Gonzalez,Tomas Gonzalez,Engine.Unity,8/5/17,60,0,1,980,10/20/17
55648,Boiling Bolt,/app/462250/,12/5/17,127,17,11,28,56.83,Action (1),"Action (1), Indie (23)",Dear Villagers,Persistant Studios,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis,6/30/22,60,0,1,127,11/2/18
55649,Hearts of Chaos,/app/555410/,1/6/17,587,17,11,28,56.83,RPG (3),"Adventure (25), Casual (4), Indie (23), RPG (3), Strategy (2)",Warfare Studios,Warfare Studios,Engine.RPGMaker,1/3/17,60,0,1,587,2/28/23
55650,Lost Shipwreck,/app/696250/,9/29/17,6,17,11,28,56.83,Indie (23),"Adventure (25), Indie (23), Simulation (28), Early Access (70)",Blueplant Entertainment,Blueplant Entertainment,Engine.Unity; SDK.UnityBurst,1/3/21,60,0,1,6,1/10/21
55651,ZhanDou,/app/721890/,10/27/17,13,17,11,28,56.83,Action (1),Action (1),KX Games,KX Games,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OpenSSL; SDK.OpenVR; SDK.Vorbis,12/14/17,60,0,0,13,10/27/17
55652,Autobahn Police Simulator 2,/app/483770/,12/7/17,209,672,492,1164,56.81,Simulation (28),"Action (1), Casual (4), Simulation (28)",Aerosoft GmbH,Z-Software,Engine.Unity,11/7/22,57,8,20,209,12/10/17
55653,Expelled,/app/727530/,11/1/17,14,48,33,81,56.8,Indie (23),"Action (1), Adventure (25), Indie (23)",Droid Riot,Whited43,Engine.Construct; SDK.NWJS; SDK.NodeJS,4/14/22,58,0,0,14,12/29/17
55654,Disco Time 80s VR,/app/649880/,6/7/17,6,41,28,69,56.8,Simulation (28),"Casual (4), Indie (23), Simulation (28)",Indiecode Games,Indiecode Games,Engine.Unreal; SDK.CEF; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OpenVR; SDK.Vorbis,2/14/18,59,0,0,6,9/21/17
55655,Inmates,/app/634120/,10/5/17,20,162,116,278,56.75,Adventure (25),"Adventure (25), Indie (23)",Iceberg Interactive,Davit Andreasyan,Engine.Unreal; SDK.NVIDIA_APEX; SDK.Vorbis,12/19/19,58,0,1,20,6/21/21
55656,From Shadows,/app/582920/,8/10/17,814,24,16,40,56.73,Action (1),"Action (1), Indie (23)",Klabater,Revolt and Rebel,Engine.Unity,3/26/21,60,6,22,814,12/19/22
55657,Guppy,/app/698500/,11/21/17,4,24,16,40,56.73,Simulation (28),"Casual (4), Indie (23), Simulation (28)",ninjadodogames,ninjadodogames,Engine.GameMaker,6/14/19,58,0,0,4,12/7/20
55658,Survival Zombies The Inverted Evolution,/app/440730/,5/8/17,204,571,419,990,56.71,Action (1),"Action (1), Adventure (25), Indie (23), Simulation (28)",ANPA.US,Racing Bros,Engine.Unity; SDK.Photon,1/25/17,57,0,2,204,5/2/22
55659,Fallen Times,/app/712810/,10/9/17,5,63,44,107,56.71,Action (1),"Action (1), Adventure (25), Indie (23)",DaFu Studio,DaFu Studio,Engine.Unity,10/8/17,58,0,0,5,10/15/17
55660,Shiness: The Lightning Kingdom,/app/366640/,4/18/17,190,270,196,466,56.69,RPG (3),"Action (1), Adventure (25), Indie (23), RPG (3)",Focus Entertainment,Enigami,Engine.Unreal; SDK.Bink_Video; SDK.NVIDIA_APEX; SDK.Vorbis,7/16/19,58,0,4,190,7/7/18
55661,Shoot Mania VR: Fun Zombies,/app/496960/,2/17/17,11,14,9,23,56.69,Action (1),"Action (1), Casual (4), Indie (23)",Funny Twins,Funny Twins,Engine.Unity; SDK.OpenVR,10/29/19,60,0,0,11,5/11/21
55662,A-Escape VR,/app/538330/,3/31/17,5,14,9,23,56.69,Indie (23),"Adventure (25), Indie (23)",A-Escape,CTN Design LLC,Engine.Unity; SDK.OpenVR,9/30/19,60,0,0,5,4/2/17
55663,Lemuria: Lost in Space,/app/563250/,3/17/17,49,14,9,23,56.69,Adventure (25),"Adventure (25), Indie (23), RPG (3)",EJRGames,EJRGames,Engine.Unity,10/29/19,60,0,0,49,9/1/17
55664,Biotoxin: The Dark Days,/app/601870/,3/2/17,203,14,9,23,56.69,Violent (73),"Violent (73), Gore (74), Action (1), Adventure (25), Indie (23)",Fivesyounger Development,Fivesyounger Development,Engine.GameMaker,3/1/17,62,0,0,203,1/18/21
55665,Nightingale Downs,/app/727220/,10/23/17,3,14,9,23,56.69,RPG (3),"Adventure (25), Casual (4), RPG (3)",SimProse Studios,SimProse Studios,Engine.RPGMaker; SDK.Greenworks; SDK.NWJS,9/30/17,60,0,0,3,10/28/17
55666,The adventure of Kroos,/app/747330/,12/7/17,6,14,9,23,56.69,Adventure (25),"Action (1), Adventure (25), Indie (23), RPG (3), Early Access (70)",M.J.H.X. Studio,M.J.H.X. Studio,Engine.Unity; SDK.Wwise,12/8/17,60,0,0,6,12/7/17
55667,Trivia Vault: 1980's Trivia,/app/689180/,8/16/17,4,60,42,102,56.64,Casual (4),"Casual (4), Indie (23), Simulation (28), Strategy (2)",Ripknot Systems,Ripknot Systems,Engine.Unity,8/1/21,57,0,0,4,6/27/19
55668,Princess Maker 3: Fairy Tales Come True,/app/650110/,6/27/17,79,169,122,291,56.61,Simulation (28),Simulation (28),CFK Co. Ltd.,CFK Co. Ltd.,nan,12/18/19,58,0,3,79,6/29/17
55669,3D Hardcore Cube 2,/app/754510/,12/18/17,3,35,24,59,56.6,Indie (23),"Action (1), Casual (4), Indie (23)",Laush Studio,Laush Dmitriy Sergeevich,Engine.Unity,11/26/17,60,0,0,3,12/19/17
55670,The God Paradox,/app/636330/,9/19/17,11,21,14,35,56.6,Action (1),"Action (1), Adventure (25), Indie (23)",Tristan Begin,Tristan Begin,Engine.Unity,9/1/17,60,0,0,11,5/26/19
55671,SEGFAULT,/app/715290/,11/18/17,24,21,14,35,56.6,Action (1),"Action (1), Adventure (25), Indie (23)",Volens Nolens Games,Volens Nolens Games,nan,11/4/17,61,0,0,24,11/5/22
55672,Soul Saber 2,/app/581230/,3/16/17,41,139,100,239,56.59,Action (1),"Action (1), Indie (23)",Henteko Doujin,Yamadaya,nan,12/21/22,58,0,1,41,3/16/17
55673,Hurricane,/app/503240/,3/6/17,1722,94,67,161,56.57,Early Access (70),"Action (1), Adventure (25), Indie (23), Massively Multiplayer (29), RPG (3), Early Access (70)",Because I Can,Because I Can,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis,2/20/17,58,0,0,1722,12/13/17
55674,Hunter's Grimm,/app/577460/,3/3/17,3605,174,126,300,56.56,RPG (3),"Action (1), Adventure (25), Indie (23), RPG (3)",Senpai Studios,Warfare Studios,Engine.RPGMaker; SDK.SteamworksNET,3/3/17,58,0,4,3605,11/12/19
55675,A SECOND BEFORE US,/app/625370/,5/11/17,2473,57,40,97,56.56,Adventure (25),"Adventure (25), Indie (23)",DimleTeam,DimleTeam,Engine.Unity,5/4/17,58,0,0,2473,11/13/17
55676,Girls and Dungeons,/app/695760/,9/8/17,12,39,27,66,56.53,RPG (3),"Adventure (25), RPG (3)",Top Hat Curios & Oddities,Nebelsoft,Engine.RPGMaker,8/9/17,59,0,1,12,9/10/17
55677,Startide,/app/598500/,9/8/17,4,11,7,18,56.53,Action (1),"Action (1), Indie (23)",Forever Entertainment S. A.,Swimming Scorpions,Engine.Unity,9/18/19,61,0,0,4,9/10/17
55678,Paddle Battle,/app/655630/,10/25/17,2,11,7,18,56.53,Action (1),"Action (1), Indie (23), Sports (18)",Birdshark! Games,Birdshark! Games,nan,7/30/17,61,0,0,2,11/5/17
55679,DUELEUM,/app/689830/,9/15/17,15,11,7,18,56.53,Action (1),"Action (1), Free to Play (37), Early Access (70)",nohoho,nohoho (Individual),Engine.Unity; SDK.OpenVR; SDK.Photon,10/30/17,57,0,1,15,7/3/19
55680,Modest Kind,/app/701740/,12/21/17,3,11,7,18,56.53,Action (1),"Action (1), Adventure (25), Casual (4), Indie (23)",Vedanta Team,Vedanta Team,Engine.Unity,2/10/18,61,0,0,3,12/21/17
55681,Lumberjack VR,/app/704310/,10/13/17,56,11,7,18,56.53,Action (1),"Action (1), Indie (23)",Erik Brunström,Erik Brunnström,Engine.Unity; SDK.OpenVR,9/19/17,61,0,1,56,12/9/21
55682,Vitamin Girl,/app/718910/,10/11/17,2,11,7,18,56.53,Action (1),"Action (1), Indie (23)",A Penguin Studio,A Penguin Studio,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis; SDK.XAudio2,10/29/20,61,0,0,2,10/12/17
55683,Train Station Simulator,/app/738610/,12/14/17,49,148,107,255,56.52,Simulation (28),"Indie (23), Simulation (28), Strategy (2), Early Access (70)",Appliks Apps Studios,Appliks Apps Studios,Engine.GameMaker,10/28/22,58,1,2,49,12/17/17
55684,Sonny,/app/586750/,4/18/17,120,226,165,391,56.51,RPG (3),"Indie (23), RPG (3), Strategy (2)",Armor Games Studios,Krin Juangbhanich,Engine.Unity,7/3/19,57,3,5,120,4/19/17
55685,Knightfall™: Rivals,/app/587460/,7/20/17,40,58,41,99,56.44,Free to Play (37),"Casual (4), Free to Play (37), Strategy (2)",Behaviour Interactive Inc.,Behaviour Interactive Inc.,Engine.Unity; SDK.Photon,11/14/17,58,0,0,40,7/26/17
55686,Ultimus bellum,/app/566430/,11/8/17,1500,18,12,30,56.44,Strategy (2),"Indie (23), RPG (3), Strategy (2), Early Access (70)",Lions Crayons Games,Lions Crayons Games,Engine.Unity,3/9/18,60,0,0,1500,5/19/18
55687,RoboMatch,/app/600210/,3/31/17,990,36,25,61,56.41,Casual (4),"Casual (4), Indie (23), RPG (3)",Naarassusi Game,Anti-Ded GameDev,SDK.NWJS; SDK.NodeJS,3/27/17,59,0,0,990,7/25/17
55688,Wrath of Loki VR Adventure,/app/650860/,11/16/17,10,36,25,61,56.41,Casual (4),"Adventure (25), Casual (4), Indie (23)",The House of Fables,The House of Fables,Engine.Unity; SDK.OculusXRPlugin; SDK.OpenVR,8/29/18,59,0,0,10,11/16/21
55689,Lost in the tomb,/app/732070/,11/10/17,3,29,20,49,56.36,Casual (4),"Adventure (25), Casual (4), Indie (23), Strategy (2)",Paper Pirates,Sokolab,Engine.AdventureGameStudio,10/9/17,59,0,0,3,11/21/18
55690,Hitbox,/app/341890/,1/30/17,56,78,56,134,56.33,Action (1),"Action (1), Indie (23)",Wormhole Entertainment,Tyler Rogers,Engine.Unreal; SDK.NVIDIA_APEX; SDK.OpenVR; SDK.Vorbis,1/21/17,57,0,1,56,10/31/17
55691,Champions of Odin,/app/479200/,8/25/17,3,8,5,13,56.32,Early Access (70),"Action (1), Adventure (25), Indie (23), RPG (3), Early Access (70)",Hybris Studios,Hybris Studios,Engine.Unity,12/19/19,61,0,0,3,8/25/17
55692,Lotia®,/app/552540/,6/3/17,20,8,5,13,56.32,RPG (3),"Indie (23), RPG (3)",Crayon Ponyfish LLC,Crayon Ponyfish LLC,Engine.RPGMaker; SDK.Greenworks,2/21/17,61,0,0,20,5/21/20
55693,The Fleet,/app/648020/,6/16/17,8,8,5,13,56.32,Indie (23),"Adventure (25), Indie (23), RPG (3)",Choice of Games,Choice of Games,Container.Electron,6/2/17,61,0,1,8,6/22/17
55694,Renegade Grounds: Episode 1,/app/661670/,9/1/17,69,8,5,13,56.32,RPG (3),"Adventure (25), Indie (23), RPG (3)",New Reality Games,Astronomic Games,Engine.RPGMaker; SDK.Greenworks; SDK.NWJS; SDK.NodeJS,8/5/17,61,0,0,69,7/1/19
55695,AddForce,/app/681950/,9/22/17,3,8,5,13,56.32,Simulation (28),"Action (1), Indie (23), Simulation (28)",Capiproducts,Attila Vitez,Engine.Unity,9/6/17,61,0,0,3,2/13/21
55696,Parking Cop Simulator,/app/706030/,12/15/17,3,8,5,13,56.32,Simulation (28),"Casual (4), Indie (23), Simulation (28)",Shoho Games,Shoho Games,Engine.RPGMaker; SDK.Greenworks; SDK.NWJS; SDK.NodeJS,8/29/17,61,0,0,3,12/15/17
55697,Lantern of Worlds,/app/712070/,10/5/17,3,8,5,13,56.32,RPG (3),"Adventure (25), RPG (3)",Fasold Games,Fasold Games,Engine.RPGMaker; SDK.NWJS,5/9/19,61,0,0,3,10/10/17
55698,Brink of Extinction,/app/748930/,11/30/17,5,8,5,13,56.32,Strategy (2),"Action (1), Indie (23), Strategy (2)",Correcture Games AB,Correcture Games AB,Engine.Unity; SDK.Discord,12/23/22,61,0,0,5,11/30/17
55699,Mystery Case Files: The Revenant's Hunt Collector's Edition,/app/749080/,11/21/17,6,8,5,13,56.32,Adventure (25),"Adventure (25), Casual (4)",Big Fish Games,Eipix Entertainment,nan,11/3/17,61,0,2,6,11/30/19
55700,The Resistance,/app/752690/,12/8/17,2,8,5,13,56.32,Action (1),Action (1),Barty Games,Barty Games,Engine.Unity,11/10/17,61,0,0,2,1/10/18
55701,EVE: Valkyrie - Warzone,/app/688480/,9/26/17,156,233,172,405,56.3,Action (1),Action (1),CCP,CCP,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.OpenVR; SDK.Tobii; SDK.Vorbis,6/25/19,57,0,0,156,9/26/17
55702,Waking the Glares,/app/568470/,3/17/17,12,22,15,37,56.29,Indie (23),"Adventure (25), Indie (23)",Wisefool Studio,Wisefool Studio,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.Vorbis,3/8/17,59,0,0,12,8/3/18
55703,Creeping Terror,/app/726430/,10/31/17,4,22,15,37,56.29,Adventure (25),"Adventure (25), Indie (23)",Aksys Games,Nikkatsu Corporation,nan,11/3/17,57,0,1,4,10/18/17
55704,Unhappy Ever After,/app/552350/,1/20/17,147,15,10,25,56.25,RPG (3),"Adventure (25), Indie (23), RPG (3)",Warped Tales,Warped Tales,Engine.RPGMaker; SDK.NWJS,2/13/17,60,0,0,165,4/19/23
55705,Dragon Essence - Color My World -,/app/603380/,6/8/17,6,15,10,25,56.25,Adventure (25),"Adventure (25), Casual (4), Indie (23), Simulation (28)",Zeiva Inc,Zeiva Inc,nan,4/16/20,60,0,0,6,6/9/17
55706,RGBverse,/app/604950/,4/7/17,5,15,10,25,56.25,Casual (4),"Action (1), Casual (4), Free to Play (37), Indie (23)",Kyvos Studios,Kyvos Studios,Engine.Unity,3/14/17,60,0,1,5,6/2/17
55707,SoulFrost,/app/675220/,8/1/17,2,15,10,25,56.25,Indie (23),"Action (1), Indie (23)",Xitilon,Xitilon,nan,7/9/17,60,0,0,2,9/1/17
55708,Haunted Dungeons: Hyakki Castle,/app/686740/,11/15/17,34,15,10,25,56.25,RPG (3),"Action (1), Adventure (25), RPG (3)",Happinet,Happinet,Engine.Unity,9/27/18,60,0,0,34,11/15/17
55709,YAGZZ!,/app/709720/,9/25/17,2,15,10,25,56.25,Casual (4),"Action (1), Casual (4)",Demin Games,Demin Games,Engine.Unity,3/28/18,60,0,0,2,3/28/18
55710,La Tale - Evolved,/app/721030/,11/30/17,149,260,193,453,56.22,Free to Play (37),"Action (1), Adventure (25), Casual (4), Free to Play (37), Massively Multiplayer (29), RPG (3)",Papaya Play,Actoz Soft,AntiCheat.nProtect_GameGuard; SDK.Miles_Sound_System,3/17/23,57,6,12,149,12/2/17
55711,Evil Possession,/app/620700/,5/17/17,8,60,43,103,56.21,Indie (23),"Action (1), Adventure (25), Indie (23)",2DragonsGames,2DragonsGames,Engine.Unity,5/4/17,58,0,2,8,5/17/17
55712,Deadhold,/app/346930/,8/25/17,18,26,18,44,56.2,Strategy (2),"Action (1), Adventure (25), Strategy (2), Early Access (70)",Dark Quarry Games,Dark Quarry Games,Engine.Unity; SDK.CEF,8/24/17,59,0,0,18,8/26/17
55713,Yandere School,/app/687750/,9/1/17,17,210,156,366,56.13,Action (1),"Action (1), Indie (23)",Tea & Cake Games,Tea &amp; Cake Games,Engine.Unity,1/9/18,57,1,3,17,5/25/19
55714,Ominous Tales: The Forsaken Isle,/app/645410/,6/19/17,9,19,13,32,56.1,Adventure (25),"Adventure (25), Casual (4), Indie (23)",HH-Games,Urchin Games,nan,10/30/22,57,1,2,9,7/7/18
55715,Dinosaur Forest,/app/506730/,5/17/17,687,388,292,680,56.07,Action (1),"Action (1), Indie (23)",ANPA.US,Racing Bros,Engine.Unity; SDK.Photon,2/15/17,57,1,1,687,7/4/22
55716,Genghis Khan,/app/521650/,1/24/17,13,5,3,8,56.05,Strategy (2),Strategy (2),KOEI TECMO GAMES CO. LTD.,KOEI TECMO GAMES CO. LTD.,nan,7/18/17,,1,1,13,1/29/17
55717,NOBUNAGA'S AMBITION: Zenkokuban,/app/521660/,1/24/17,17,5,3,8,56.05,Strategy (2),Strategy (2),KOEI TECMO GAMES CO. LTD.,KOEI TECMO GAMES CO. LTD.,nan,7/18/17,,3,13,17,4/29/21
55718,Vienna Automobile Society,/app/539560/,9/15/17,5,5,3,8,56.05,Racing (9),"Indie (23), Racing (9), Strategy (2)",Royal Polygon,Royal Polygon,Engine.Unity,7/25/17,,0,0,5,9/15/17
55719,Wanderer: The Rebirth,/app/568250/,1/12/17,3,5,3,8,56.05,Action (1),"Action (1), Adventure (25), RPG (3)",Chengdu Wuweiyiding Technologies Co. Ltd,Chengdu Wuweiyiding Technologies Co. Ltd,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.OpenVR; SDK.Vorbis,7/5/21,,0,0,3,1/12/17
55720,Atramentum VR,/app/577780/,3/17/17,2,5,3,8,56.05,Indie (23),"Indie (23), Early Access (70)",Craplabs,Craplabs,Engine.Unity; SDK.OpenVR,3/5/17,,0,0,2,3/8/17
55721,Mystery Tales: The Lost Hope Collector's Edition,/app/591580/,2/22/17,5,5,3,8,56.05,Adventure (25),"Adventure (25), Casual (4)",Big Fish Games,Domini Games,SDK.BASS,2/14/17,,0,1,5,3/1/17
55722,Drift 7 Islands,/app/592740/,3/7/17,2,5,3,8,56.05,Indie (23),"Adventure (25), Indie (23), RPG (3)",GamerGG,GamerGG,Engine.Unity,3/1/17,,0,0,2,3/9/17
55723,Planet Defender,/app/593260/,3/30/17,4,5,3,8,56.05,Casual (4),"Action (1), Adventure (25), Casual (4), Indie (23)",Fevolution Innovation Inc.,Fevolution Innovation Inc.,Engine.Unity; SDK.OpenVR,5/4/17,,0,0,4,3/31/17
55724,Violent killer VR,/app/602130/,3/17/17,4,5,3,8,56.05,Action (1),"Action (1), Adventure (25)",威震天科技,威震天科技,Engine.Unreal; SDK.NVIDIA_APEX; SDK.OpenVR; SDK.Vorbis,2/28/17,,0,0,4,3/26/17
55725,Outer Rim,/app/604640/,3/31/17,2,5,3,8,56.05,Casual (4),"Action (1), Casual (4), Indie (23)",Outer Rim Studios LLC,Outer Rim Studios LLC,Engine.Unity,3/8/17,,0,0,2,6/9/17
55726,Dark,/app/607190/,7/28/17,7,5,3,8,56.05,RPG (3),"Action (1), Adventure (25), Casual (4), RPG (3), Early Access (70)",PotatoFaceGames,PotatoFaceGames,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.SDL; SDK.Vorbis,7/21/17,,0,0,7,5/26/20
55727,Conran - The dinky Raccoon,/app/612150/,4/13/17,7,5,3,8,56.05,Action (1),"Action (1), Indie (23), Strategy (2)",Nifty Productions,Nifty Productions,Engine.Unreal; SDK.NVIDIA_APEX; SDK.OpenVR; SDK.Vorbis,3/23/17,,0,0,7,8/17/17
55728,Cryptocracy,/app/612380/,4/11/17,4,5,3,8,56.05,Indie (23),"Casual (4), Indie (23), Strategy (2)",Dozen Minds OU,Dozen Minds OU,Engine.Unity,4/11/17,,0,0,4,4/12/17
55729,Shadows in the Darkness,/app/626020/,10/19/17,5,5,3,8,56.05,RPG (3),"Action (1), Adventure (25), Indie (23), RPG (3), Early Access (70)",Scornz,Scornz,Engine.Unity; SDK.OpenVR; SDK.Photon,10/14/17,,0,0,5,10/21/17
55730,Sorgina: A Tale of Witches,/app/627420/,5/30/17,25,5,3,8,56.05,Adventure (25),"Adventure (25), Indie (23)",Binary Soul,Binary Soul,Engine.Unity,7/17/18,,0,0,25,11/29/17
55731,Weather Lord,/app/637920/,6/8/17,99,5,3,8,56.05,Casual (4),"Casual (4), Indie (23), Simulation (28), Strategy (2)",ESDigital Games,Yustas Game Studio,SDK.OpenAL,7/21/22,,0,0,99,1/1/20
55732,OfficeBotsVR,/app/649730/,8/21/17,2,5,3,8,56.05,Indie (23),"Adventure (25), Casual (4), Indie (23), Simulation (28)",FutureStateMachine,FutureStateMachine,Engine.Unity; SDK.OpenVR,10/19/18,,0,0,2,8/22/17
55733,Fight Sparring VR,/app/665730/,7/24/17,2,5,3,8,56.05,Sports (18),"Indie (23), Simulation (28), Sports (18)",Chun Y.,Chun Y.,Engine.Unity; SDK.OpenVR,6/23/17,,0,0,2,8/7/17
55734,Underdone,/app/666040/,9/13/17,2,5,3,8,56.05,RPG (3),"Action (1), Adventure (25), RPG (3), Early Access (70)",The Commander,The Commander,Engine.RPGMaker; SDK.Greenworks; SDK.NWJS,11/7/17,,0,0,2,1/4/18
55735,Outracer,/app/669350/,8/15/17,2,5,3,8,56.05,Racing (9),"Action (1), Indie (23), Racing (9)",Outlier Interactive,Outlier Interactive,Engine.Unity,6/29/17,,0,0,2,8/16/17
55736,SuperWurfels,/app/672880/,9/9/17,2,5,3,8,56.05,Casual (4),"Action (1), Casual (4), Indie (23)",myself,AfroDieter,Engine.Unity,9/13/17,,0,0,2,12/12/17
55737,Ruby Hunter,/app/675870/,10/20/17,4,5,3,8,56.05,Indie (23),"Action (1), Indie (23)",Bence Sipka,Bence Sipka,nan,7/19/20,,1,1,4,10/25/17
55738,2D Mahjong Temple,/app/685770/,8/17/17,3,5,3,8,56.05,Casual (4),Casual (4),familyplay,Nijumi Games,nan,8/1/17,,0,1,3,8/17/18
55739,Star Waker,/app/693090/,8/25/17,6,5,3,8,56.05,Indie (23),"Action (1), Indie (23)",From The Bard,From The Bard,Engine.Unity,10/2/17,,0,0,6,8/25/17
55740,Celtabula,/app/706200/,9/17/17,2,5,3,8,56.05,Indie (23),"Casual (4), Indie (23)",Skip32,Skip32,Engine.Unity,9/17/17,,0,0,2,9/18/17
55741,Interworlds,/app/710240/,10/24/17,2,5,3,8,56.05,Adventure (25),"Action (1), Adventure (25), Indie (23), Early Access (70)",Smartmelon,Smartmelon,Engine.Unreal; SDK.NVIDIA_APEX; SDK.OpenVR; SDK.Vorbis,10/14/17,,0,0,2,10/24/17
55742,Corridor 15 First,/app/732040/,11/29/17,3,5,3,8,56.05,Action (1),"Action (1), Adventure (25), Indie (23), Simulation (28), Early Access (70)",aDeCon Production,aDeCon Production,Engine.Unity; SDK.Photon,11/10/17,,0,0,3,1/18/18
55743,Time Killers: CatchOut,/app/735520/,10/31/17,2,5,3,8,56.05,Casual (4),"Action (1), Casual (4), Strategy (2)",Space Fractal,Space Fractal,nan,10/5/22,,0,0,2,6/15/18
55744,CG the Seven Virus Knights,/app/753240/,12/5/17,2,5,3,8,56.05,RPG (3),"Adventure (25), Indie (23), RPG (3), Strategy (2)",Ryan Carlos,Ryan Carlos,Engine.Unity,1/3/18,,0,0,2,2/26/18
55745,THE BOX VR,/app/756650/,12/7/17,4,5,3,8,56.05,Action (1),Action (1),INTHEMIDDLE,NAKAMA VR GAMES,Engine.Unity; SDK.OculusXRPlugin; SDK.OpenVR,11/17/17,,0,0,4,1/18/20
55746,Stage Presence,/app/391640/,2/28/17,97,23,16,39,56.02,Indie (23),"Casual (4), Indie (23), Simulation (28)",tinyBuild,Sea Green Games,Engine.Unity; SDK.FMOD; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Photon,11/1/22,58,0,1,97,7/3/18
55747,Defend Your Castle,/app/708710/,10/18/17,9,23,16,39,56.02,Action (1),"Action (1), Casual (4), Indie (23), Strategy (2)",XGen Studios,XGen Studios,nan,11/5/19,58,0,1,9,12/26/17
55748,Titanic: The Experience,/app/727910/,10/30/17,9,160,119,279,56,Simulation (28),"Adventure (25), Casual (4), Indie (23), Simulation (28)",Interactive Gaming Studios,Interactive Gaming Studios,Engine.Unity,2/7/21,57,0,1,9,3/17/19
55749,The Albatross,/app/581600/,2/16/17,2768,66,48,114,56,Adventure (25),"Action (1), Adventure (25), Indie (23)",FlagmanJeremy,FlagmanJeremy,Engine.Unity,9/23/17,57,4,47,2768,11/21/17
55750,Battle of Frigates,/app/711320/,9/21/17,51,62,45,107,56,Action (1),"Action (1), Adventure (25), Casual (4), Indie (23), Simulation (28)",Droid Riot,Dmitriy Uvarov,SDK.NWJS; SDK.NodeJS,4/13/22,57,0,0,51,12/10/21
55751,Behind You,/app/397660/,2/21/17,2,12,8,20,56,Adventure (25),"Nudity (72), Violent (73), Gore (74), Action (1), Adventure (25), Indie (23)",OxPrimeStudio,Hatipoglu Sores,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_PhysX; SDK.OpenVR; SDK.Vorbis,2/21/17,60,0,0,2,6/18/16
55752,Crimson Sword Saga: The Peloran Wars,/app/497560/,1/6/17,855,12,8,20,56,Free to Play (37),"Free to Play (37), Indie (23), RPG (3)",OtakuMaker,David Nguyen,Engine.RPGMaker,12/25/16,60,0,1,855,9/17/17
55753,Tank Battle: 1945,/app/540250/,2/16/17,5,12,8,20,56,Strategy (2),Strategy (2),HexWar Games,HexWar Games,SDK.OpenAL; SDK.Vorbis; SDK.cURL,11/18/19,60,0,1,5,2/19/17
55754,A Country Of One,/app/598720/,5/31/17,5,12,8,20,56,Simulation (28),"Action (1), Adventure (25), Simulation (28), Early Access (70)",Roman Revzin,Roman Revzin,Engine.Unity; SDK.NVIDIA_Ansel; SDK.OpenVR,5/29/17,60,0,0,5,5/31/17
55755,Virtually Impossible,/app/621780/,4/13/17,10,12,8,20,56,Action (1),"Action (1), Adventure (25), Casual (4), Indie (23), Racing (9), Simulation (28)",Growl Interactive,Growl Interactive,Engine.Unity; SDK.OpenVR,10/31/17,60,0,0,10,3/8/20
55756,Autumn Night 3D Shooter,/app/581730/,5/9/17,4,27,19,46,55.97,Action (1),"Violent (73), Gore (74), Action (1), Indie (23)",Sergey Bobrov,Sergey Bobrov,nan,5/6/17,58,0,0,4,5/9/17
55757,No70: Eye of Basir,/app/370440/,6/28/17,41,199,149,348,55.95,Adventure (25),"Adventure (25), Indie (23)",Clock Wizard Games,Oldmoustache Gameworks,Engine.Unreal; SDK.CEF; SDK.FMOD; SDK.NVIDIA_APEX; SDK.NVIDIA_Ansel; SDK.NVIDIA_PhysX; SDK.OpenVR; SDK.Vorbis,1/24/18,57,0,1,41,6/29/17
